id,Sexe,Nom,Prenom,Etiquette,Elu1988,Elu1993,Elu1997,Elu2002,Elu2007,Elu2012,Elu2017,Nombre_presentation_C1,Nombre_presentation_C2,Nombre_presentation_C3,Nombre_presentation_C4,Nombre_presentation_C5,Nombre_presentation_C6,Nombre_presentation_C7,Nombre_presentation_C8,Nombre_presentation_C9,Nombre_presentation_C10,Nombre_Elu_C1,Nombre_Elu_C2,Nombre_Elu_C3,Nombre_Elu_C4,Nombre_Elu_C5,Nombre_Elu_C6,Nombre_Elu_C7,Nombre_Elu_C8,Nombre_Elu_C9,Nombre_Elu_C10,1993,1988,2012,1997,2002,2007,2017,Phrase_pres_cand,Phrase_pres_parti,Age,Site_perso,Twitter,Facebook,Img_cand
963,M,RICAUD,JULIEN,MOUVEMENT REPUBLICAIN ET CITOYEN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C4_49,,,,,,,,,,,,
964,M,RICHARD,CHRISTIAN,"CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS, CNI",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_53,,,,,,,,
965,F,RICHARD,DANIELLE,UNION POUR LA DEMOCRATIE FRANCAISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C8_44,,,,,,,,,,,
966,M,RICHARD,DOMINIQUE,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_49,C2_49,,,,,,,,
967,M,RICHARD,LUCIEN,UNION DU RASSEMBLEMENT ET DU CENTRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,C9_44,,,,,,,,,,,,
968,M,RICHARD,THIERRY,PARTI DES EVIDENCES CONCRETES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C8_44,,,,,,,,,
969,F,RICHER,FRANCOISE,CHASSE PECHE NATURE ET TRADITIONS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_44,,,,,,,,
970,M,RICOT,CHRISTIAN,LE CENTRE POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_85,,,,,,,,,
971,M,RIERA,ANDRE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C1_49,,,,,,,,,,,,
972,M,RIFFAULT,JOEL,DEFENDONS LA CHASSE ET NOS TRADITIONS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_44,,,,,,,,,
973,M,RIMBERT,PATRICK,"ASSOCIATION PARTI SOCIALISTE, PARTI RADICAL SOCIALISTE ET APPARENTES",0,0,C1,C1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,C1_44,,,,,,,,,
974,M,RIO,GWENAEL,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C7_44,,,,,,,,
975,F,RIO,PATRICIA,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_44,C3_44,C3_44,C3_44,,,,,,,,
976,M,RIOCHE,MICHEL,SANS ETIQUETTE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_85,,,,,,,,,
977,M,ROBERT,ALAIN,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_44,,,,,,,,,
978,M,ROBERT,CLAUDE,CHASSE PECHE NATURE ET TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C7_44,,,,,,,,,
979,M,ROBERT,GUY,LE CENTRE POUR LA FRANCE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C1_72,,,,,,,,
980,M,ROBICHON,MICHEL,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE (SEGA),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_49,,,,,,,,
981,M,ROBIN,GILLES,LUTTE OUVRIERE,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_85,,C1_85,C1_85,,,,,,,,
982,M,ROBIN,STEPHANE,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_49,,,,,,,,,,,
983,M,ROBINEAU,LOUIS,UNION POUR LA DEMOCRATIE FRANCAISE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C4_49,,,,,,,,,,,,
984,M,ROBQUIN,DANIEL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_85,,,,,,,,
985,M,ROCHEFORT,J.LEON,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_53,,,,,,,,,,
986,M,ROCHEFORT,JEAN LEON,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C7_49,,,,,,,,,,,,,
987,M,ROCTON,THIERRY,PARTI DES TRAVAILLEURS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_44,,,,,,,,
988,M,RODEMACQ,YVES,PARTI DE LA LOI NATURELLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_44,,,,,,,,,,,
989,M,ROGER,JACQUES,POUR LA SEMAINE DE 4 JOURS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_49,,,,,,,,,,
990,M,ROGHE,JEAN NOEL,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C5_72,,,,,,,,,,,,
991,M,ROMANES,JEAN-JACQUES,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C6_49,,,,,,,,,,
992,M,RONDEAU,DANIEL,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C4_85,,,,,,,,,,,
993,F,RONDEAU,FRANCOISE,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_85,,,,,,,,,,
994,F,ROSCOAT (DU),ANNICK,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_44,,,,,,,,,,,
995,F,ROSE,NICOLE,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_44,,,,,,,,,
996,M,ROSIEK,GERALD,PARTI HUMANISTE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_44,,,,,,,,,,,
997,M,ROSIER,DANY,PARTI DES TRAVAILLEURS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_49,,,,,,,,,,
998,M,ROUBY,CHRISTIAN,RASSEMBLEMENT DES FORCES DE GAUCHE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_72,,,,,,,,,
999,F,ROUGER,PHILIPPE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_44,,C7_44,,,,,,,,,
1000,F,ROUILLIER,CAROLINE,PARTI CHRETIEN-DEMOCRATE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_85,,,,,,,,
1001,M,ROUILLON,CHRISTOPHE,PARTI SOCIALISTE,0,0,0,C5,C5,C5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,C5_72,,,C5_72,,C5_72,,,,,,,,
1002,F,ROULLAND,MARTINE,PARTI RADICAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_72,,,,,,,,
1003,M,ROUSSEAU,GUY,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_53,,,,,,,,,,
1004,F,ROUX-CALVIERA,LINE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_85,,,,,,,,,,,,,
1005,M,SABATTIER,PIERRE,PARTI CHRÉTIEN DÉMOCRATE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_44,"Pierre Sabattier est chef d’une TPE dans le commerce alimentaire. Il s’était déjà présenté aux législatives, sous les couleurs d’une alliance divers-droite (MPF, CNIP etc.) en Eureet-Loire en 2012. Il se définit comme catholique pratiquant.","Parti fondé en 2003 par Christine Boutin, ancien ministre du Logement et de la Ville, le Parti Chrétien-Démocrate (anciennement Forum des Républicains Sociaux) est un des partis fondateurs de l’UMP. Ce qui ne l’empêche pas de conserver une absolue liberté de parole vis-à-vis du Mouvement Populaire.",,http://pcden44.free.fr/PCD44/accueil.html,https://twitter.com/le_pcd,https://www.facebook.com/pierre.sabattier,
1006,M,SAGE,MICHEL,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_85,,,,,,,,,,
1007,M,SAILLANT,ALAIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C4_44,,,,,,,,,,,,
1008,M,SAINT ARROMAN,JEAN CLAUDE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_44,,,,,,,,,,
1009,M,SAINT BRIS,JEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C6_49,,,,,,,,,,
1010,M,SALE,DANIEL,MOUVEMENT DES CITOYENS,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,C6_49,,C2_49,C7_49,,,,,,,,,
1011,M,SALLEN,GUY,PARTI OUVRIER EUROPEEN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_72,,,,,,,,,,,,,
1012,F,SAMBRON,DIANE,POLE REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C6_44,,,,,,,,,,,
1013,F,SAMSON,CHRISTINE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_85,C2_85,,,,,,,,
1014,M,SANCEAU,GUENAEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5_49,,,C5_49,,,,,,,,,,
1015,M,SANCHEZ,FABRICE,CHASSE PECHE NATURE ET TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C6_44,C6_44,,,,,,,,,
1016,F,SANTONI,MAIRE BERNADETTE,PARTI DE LA LOI NATURELLE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C5_44,,,,,,,,,,,
1017,F,SARAMITO,SOPHIE,PARTI SOCIALISTE,0,0,0,0,0,C4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C4_49,,,,,,,,,,,,,
1018,M,SAUDUBRAY,GERARD,PARTI SOCIALISTE,0,0,C4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,C4_72,,,,,,,,,,,
1019,F,SAUGER,PATRICIA,PARTI DES TRAVAILLEURS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_44,,,,,,,,,
1020,M,SAULNIER,CHRISTIAN,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,C8_44,,,,,,,,,,
1021,M,SAULNIER,VINCENT,SANS ETIQUETTE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_53,,,,,,,,
1022,F,SAUPIN,ALINE,LES NOUVEAUX ECOLOGISTES DU RASSEMBLEMENT NATURE ET ANIMAUX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_44,,,,,,,,,,
1023,F,SAVARY,CHRISTINE,"UNION NATIONALE ECOLOGIE, PARTI POUR LA DEFENSE DES ANIMAUX ET MOUVEMENT UNIVERSALISTE",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_53,,,,,,,,
1024,F,SAVIGNY,ANNE-MARIE,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_72,,,,,,,,
1025,F,SCALES,LILIAN,LE TEFLE - LES NOUVEAUX ECOLOGISTES,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C4_44,,C5_44,,,,,,,,,,
1026,M,SCARAMOZZINO,ROLAND,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C8_44,,,,,,,,,
1027,M,SCHAEFFER,MICHEL,FRONT NATIONAL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_49,C2_49,,,,,,,,
1028,M,SCHEER,MICHEL,PARTI REPUBLICAIN,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C3_53,,,,C3_53,,,,,,,,
1029,F,SCHOSSELER,CHANTAL,LE TEFLE - LES NOUVEAUX ECOLOGISTES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C6_49,,,,,,,,,,,
1030,M,SCHUMACHER,BERNARD,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_44,,,,,,,,,,
1031,M,SCHWERDORFFER,ARNOLD,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C4_85,,,,,,,,,,
1032,F,SEBILLE,NATHALIE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_72,,,,,,,,
1033,F,SEGUI,NATHALIE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_72,,,,,,,,,,
1034,F,SEGUINEAU,ISABELLE,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_44,,,,,,,,,,,
1035,M,SEIGNEUR,EMILE,PARTI OUVRIER INEPENDANT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_53,,,,,,,,,,,
1036,F,SEIGNEUR,MARIE-PAULE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_53,C3_53,,,,,,,,,,,,
1037,F,SERRATORE,SUZANNE,DEBOUT LA EPUBLIQUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_49,,,,,,,,,
1038,M,SERRE,GEOFFREY,DEFENDONS LA CHASSE ET NOS TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_49,,,,,,,,,,
1039,F,SEVERE,ISABELLE,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_72,,,,,,,,,
1040,F,SEVIN,CHRISTINE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_44,,,,,,,,,
1041,M,SILVESTRE,PATRICE,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_49,,,,,,,,,
1042,M,SIMON,PATRICK,LA DROITE INDEPENDANTE (MPF),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_44,,,,,,,,,,,
1043,M,SIMON,REGIS,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C7_49,,,,,,,,
1044,M,SIMON,REMY,"A GAUCHE AUTREMENT, SEGA (SOLIDARITE, ECOLOGIE, GAUCHE ALTERNATIVE)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_53,,,,,,,,,
1045,M,SINET,JEAN-MICHEL,DEBOUT LA REPUBLIQUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_85,,,,,,,,
1046,F,SOMERLINCK,MARIE CLAUDE,PARTI NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_44,,,,,,,,,,,
1047,F,SORIN,JACQUELINE,SANS ETIQUETTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_85,,,,,,,,,
1048,M,SORIN,MICHEL,"ASSOCIATION PARTI SOCIALISTE, PARTI RADICAL SOCIALISTE ET APPARENTES",0,0,C1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,C1_53,C1_53,,C1_53,C1_53,,,,,,,,
1049,M,SOUCHET,DOMINIQUE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_85,,,,,,,,,
1050,F,SOUDET,SYLVIE,"FRONT NATIONAL, LES FRANCAIS D'ABORD",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C4_85,,,,,,,,,,,,
1051,F,SOULARD,PASCALE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2_72,,,C2_72,,,,,,,,,,
1052,M,SOULIE,CLAUDE,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C7_44,,,,,,,,,
1053,F,SOULTANI-VIGNERON,SAMIA,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C1_53,,,C1_53,"Samia Soultani Vigneron est vice-Présidente du Conseil Régional des Pays de Loire et Adjointe au Maire de Laval.Docteur en Biotechnologies et Industries alimentaires, elle s'engage en politique à l'UMP en 2014. Soutient de François Fillion, à 45 ans, Samia Soultani Vigneron se présente à l'éléction legislative 2017.",,45 ans,"http://www.soultani-vigneron.fr/",https://twitter.com/samiasoultani?lang=fr,https://www.facebook.com/samiasoultani?fref=ts,samiasoultani.png
1054,F,SOURCEAU,CLAIRE,PARTI HUMANISTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C1_49,,,,,,,,
1055,M,SOUVERVILLE,JEAN-PIERRE,ALLIANCE ECOLOGISTE INEPENDANTE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_44,,,,,,,,,
1056,F,SOUYRI,NATHALIE,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_85,,,,,,,,,
1057,F,SPIESSER,BERTILLE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_49,,,,,,,,,,,
1058,M,SPIESSER,MATTHIEU,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C7_49,,,,,,,,
1059,M,STAMBOULI,MICHEL,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C4_85,,C4_85,C4_85,,,,,,,,
1060,M,SUAUD,BERNARD,MAJORITE PRESIDENTIELLE UDF-RPR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_85,,,,,,,,
1061,M,SULIM,JEROME,MOUVEMENT DES CITOYENS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_44,,,,,,,,,,
1062,F,SUPIOT,ANDREE,DEFENDONS LA CHASSE ET NOS TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C9_44,,,,,,,,,
1063,F,SYRE,PASCALE,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_44,,,,,,,,
1064,M,TAGAA,ABDELHAK,CITOYENNETE POUR TOUS DE MAINE-ET-LOIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,C7_49,,,,,,,,,,,,
1065,F,TALVANDE,ISABELLE,CHASSE PECHE NATURE ET TRADITIONS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_44,,,,,,,,,,
1066,F,TANGUY,ISABELLE,POLE REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C5_44,,,,,,,,,,,
1067,M,TANTY,MICHEL,LE PAYS CHAROLAIS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C5_49,,,,,,,,,,,
1068,F,TARDIF,ARLETTE,REPUBLIQUE ET DEMOCRATIE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C5_44,,,,,,,,,,,,
1069,F,TAROT,ANNICK,LES VERTS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C1_85,,,,,,,,,,,,
1070,M,TAUGOURDEAU,JEAN-CHARLES,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_49,,C3_49,,,,,,,,
1071,M,TEILLANT,JEAN RENE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C8_44,,,,,,,,,
1072,M,TEILLEUX,PAUL,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_44,,,,,,,,
1073,M,TEMPLIER,CHARLY,LES VERTS L'ENTENTE DES ECOLOGISTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,C10_44,,,,,,,,,,
1074,M,TEMPLIER,HUBERT,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C7_44,,,,,,,,,
1075,M,TERROIRE,PHILIPPE,GAUCHE UNIE ANTILIBERALE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_85,,,,,,,,
1076,M,TESSIER,ALAIN,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,C9_44,,,,,,,,,,,
1077,M,TESSIER,CLAUDE,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_72,,,,,,,,
1078,M,TESTU,DIDIER,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_49,C7_49,C1_49,,,,,,,,
